content_hash_id,refresh_score,gsc_clicks,gsc_impressions,gsc_avg_position,days_since_update,priority
content_5ff86efe347e9bed,0.0,0,0,,-29,Low
content_1c82baa78ad95514,0.0,0,0,,-29,Low
content_331e525c5030715b,0.0,2,131,8.603053435114504,-9,Low
content_43e79abd48fdc9c9,0.0,2,251,6.159362549800797,-9,Low
content_963f231bc6bed2d1,0.0,5,1794,4.119286510590858,-9,Low
content_4eeaa91e6943e8b3,0.0,1,219,4.424657534246576,-9,Low
content_fe99a4231e01461e,0.0,0,3,1.6666666666666667,-21,Low
content_734339e1f537c297,0.0,0,7,13.428571428571429,-24,Low
content_9922e2c048130c9e,0.0,1,60,11.533333333333333,13,Low
content_34106bac7f1d9824,0.0,4,273,6.172161172161172,-9,Low
content_d589bbcba58c6dfb,0.0,0,20,7.25,13,Low
content_b76fd3e034731147,0.0,0,1,5.0,13,Low
content_4f76185bed54a263,0.0,0,8,6.5,13,Low
content_0a1b41744eb3b3fb,0.0,0,4,7.5,-21,Low
content_2c8dfa88d89db13a,0.0,4,161,12.217391304347826,-9,Low
content_f04de50c5af5e064,0.0,3,194,8.742268041237113,-9,Low
content_177c751e8fa00eef,0.0,3,256,5.12109375,-9,Low
content_d8e608233d762eed,0.0,2,277,4.938628158844765,-9,Low
content_73a7f9d60ad3c44a,0.0,0,5,1.2,-21,Low
content_0c57bb020e934d90,0.0,2,349,5.799426934097421,-9,Low
content_358f01d15e44a8ce,0.0,0,0,,-29,Low
content_fd02a12544c50931,0.0,3,330,5.003030303030303,-9,Low
content_f9c72a45c6057f8f,0.0,0,0,,-29,Low
content_f7052fb422fc9bf1,0.0,2,28,4.428571428571429,-27,Low
content_58a66692f5c618cf,0.0,0,0,,1,Low
content_9e03c634200a8cdb,0.0,2,552,5.990942028985507,-9,Low
content_106c427eb8e5cf7c,0.0,1,107,4.803738317757009,-9,Low
content_7d826f96a6e52607,0.0,2,116,5.120689655172414,-9,Low
content_41fd6398c1b9b915,0.0,0,0,,-29,Low
content_7b5cc2a2db08fba6,0.0,0,0,,-29,Low
content_6d77e86fed046365,0.0,0,0,,-29,Low
content_51d4560ebfe3dbd1,0.0,0,0,,-29,Low
content_212ff670020c5303,0.0,0,7,4.857142857142857,13,Low
content_1b8404f3065d8239,0.0,1,252,6.162698412698413,-9,Low
content_ba45577256d81bf1,0.0,1,24,8.416666666666666,-9,Low
content_aad22afe52872f96,0.0,1,315,6.057142857142857,-9,Low
content_c6fc4c0d2306b0e0,0.0,1,423,6.860520094562648,-9,Low
content_37c05de14d90ff4b,0.0,0,0,,-29,Low
content_e4459f79de2847a7,0.0,0,0,,-29,Low
content_58fc127e26d2a73b,0.0,0,0,,-29,Low
content_f35649771dc59ae8,0.0,0,0,,-29,Low
content_1fcb58ee11e9626c,0.0,0,0,,-29,Low
content_f55137597aafa28f,0.0,3,91,7.208791208791209,-9,Low
content_ce2b077c1c1f7650,0.0,1,23,3.8260869565217392,-24,Low
content_624895248dedb2ea,0.0,3,31,10.903225806451612,-9,Low
content_808875ce9f630a1a,0.0,4,412,4.502427184466019,-9,Low
content_0bfd1f1019f60e5f,0.0,0,0,,-13,Low
content_a0196696bab209f6,0.0,10,348,3.4482758620689653,-9,Low
content_8a60d65e7bc29988,0.0,2,123,6.105691056910569,-24,Low
content_6d0a31c8f47c48db,0.0,0,1,1.0,-13,Low
content_eb6a3d602951f03a,0.0,0,0,,13,Low
content_eebbc7dbe16fb47d,0.0,1,214,4.313084112149533,-9,Low
content_1eabebe178bd6c3f,0.0,4,485,4.360824742268041,-9,Low
content_ea503b2703f7440e,0.0,3,127,4.0,-9,Low
content_f7b282580cb29913,0.0,0,0,,-29,Low
content_33219ff3887f7938,0.0,1,296,4.114864864864865,-9,Low
content_d99c931e7a8cb47a,0.0,0,20,9.3,-13,Low
content_1bf509bc3a6f8903,0.0,6,412,5.087378640776699,-9,Low
content_2aa288de159c979f,0.0,0,20,6.1,13,Low
content_e89be0100ff1f319,0.0,2,294,3.119047619047619,-9,Low
content_d57b05a9dabca3b8,0.0,0,12,13.166666666666666,-13,Low
content_769e96154735179f,0.0,1,177,5.598870056497175,-9,Low
content_874cbea44ae1840a,0.0,0,0,,-29,Low
content_30c992a075d18e81,0.0,0,5,12.0,1,Low
content_873960bb6148cfcd,0.0,1,25,7.36,1,Low
content_164d9494c5e64ac8,0.0,0,16,12.875,1,Low
content_56b06cfdbcf8f2ff,0.0,0,20,6.9,1,Low
content_fbef645f72a85f61,0.0,0,1,0.0,1,Low
content_48dc3ce79241fbcf,0.0,0,5,3.4,1,Low
content_9256d92be73aece3,0.0,2,55,7.763636363636364,1,Low
content_e22a435dedb705a0,0.0,0,17,5.411764705882353,1,Low
content_1c851027658badc8,0.0,0,1,7.0,1,Low
content_de28ecc4fb7e4efb,0.0,1,80,3.7125,1,Low
content_c96b68633c9ba290,0.0,0,10,6.1,1,Low
content_e6316d85f9c5d610,0.0,0,13,11.461538461538462,4,Low
content_526b70fa0c14f663,0.0,2,24,4.041666666666667,4,Low
content_ae2066b98bc46cb7,0.0,1,100,11.13,4,Low
content_7a47c6ec27ce0df1,0.0,2,151,8.450331125827814,-22,Low
content_c3e147819ac5915e,0.0,0,0,,1,Low
content_caca35205bc459cb,0.0,1,30,6.733333333333333,1,Low
content_1a14f5650909286c,0.0,1,80,6.3125,1,Low
content_7905c00bee30542b,0.0,1,44,3.0,1,Low
content_743a88e2b899088d,0.0,0,2,9.0,1,Low
content_a2496ee517bf26d8,0.0,0,3,3.0,4,Low
content_d3d902b3487207dc,0.0,1,83,2.108433734939759,1,Low
content_f676c811ec90f07e,0.0,1,63,4.380952380952381,1,Low
content_ca21bf319771414c,0.0,2,56,3.9464285714285716,-13,Low
content_daee5bec9b564d00,0.0,0,11,12.181818181818182,1,Low
content_6f97fed0a3fd687f,0.0,1,80,4.4625,1,Low
content_f2e72fbdbcb9b48f,0.0,1,61,8.21311475409836,1,Low
content_6028d365b3557dfe,0.0,0,14,15.071428571428571,-13,Low
content_bdbe9f9430b4226e,0.0,0,16,7.25,-13,Low
content_e449cc0a1cbbecda,0.0,3,227,5.118942731277533,1,Low
content_620591b2a8a8b3b4,0.0,0,2,9.0,1,Low
content_37332137d279adfd,0.0,0,3,3.6666666666666665,4,Low
content_d00e451c3de354b7,0.0,0,0,,-29,Low
content_c2af7f8c18050337,0.0,0,16,4.375,1,Low
content_7237677738fb7d43,0.0,0,5,4.2,1,Low
content_986922e32501dcba,0.0,1,32,4.5625,-13,Low
content_f49c70adc2f1cd61,0.0,0,0,,-29,Low
content_59a6a3b7a81566cd,0.0,0,8,15.25,1,Low
content_86932a5e1b14e4b2,0.0,0,14,7.857142857142857,1,Low
content_d8b7f80e78e466b1,0.0,1,47,7.914893617021277,1,Low
content_f404672fbadaa748,0.0,0,8,6.0,1,Low
content_f9da692b526ded21,0.0,2,10,4.5,1,Low
content_e95bbdd128b3a49b,0.0,0,3,2.6666666666666665,-13,Low
content_332fcf4d654399fb,0.0,1,196,7.607142857142857,1,Low
content_462da51e865fceb4,0.0,0,13,8.76923076923077,1,Low
content_fb8e8ea17710b469,0.0,2,76,3.776315789473684,1,Low
content_e819b7962c479df8,0.0,0,18,8.055555555555555,1,Low
content_91254d6643768831,0.0,1,18,5.5,-13,Low
content_0f6e11788107056c,0.0,0,8,1.75,1,Low
content_8958abd337efcad0,0.0,3,20,4.4,-13,Low
content_77d0ebf336f32d13,0.0,0,8,8.25,1,Low
content_8657bb671d4edff6,0.0,3,240,4.475,4,Low
content_7f06593bf5ab742c,0.0,2,91,3.6263736263736264,1,Low
content_f2c165fbcb2dad04,0.0,0,13,5.6923076923076925,1,Low
content_5d0b9fc475028edd,0.0,2,214,3.205607476635514,1,Low
content_eb7394b7c9117bf5,0.0,0,9,12.555555555555555,1,Low
content_2881367c2e561217,0.0,1,11,3.0,1,Low
content_ee8306a161102a83,0.0,2,89,4.51685393258427,1,Low
content_a527abccb8f60747,0.0,0,3,9.666666666666666,1,Low
content_c091f10bdc00bc49,0.0,2,46,10.065217391304348,-13,Low
content_a95a1de82c196241,0.0,0,4,3.25,-13,Low
content_aa2e81706cb511aa,0.0,1,89,6.370786516853933,-13,Low
content_bec2875d40087c71,0.0,0,6,6.0,1,Low
content_d74922da816e5ec8,0.0,0,15,5.733333333333333,1,Low
content_0cb44f2cb1355baf,0.0,0,17,5.0,1,Low
content_690b281141bcc9fd,0.0,0,0,,-29,Low
content_05206c9e2bd3a08f,0.0,1,26,6.653846153846154,1,Low
content_170c0055f2a26afe,0.0,0,12,16.583333333333332,-13,Low
content_782788a1b71e07c6,0.0,1,46,3.9347826086956523,4,Low
content_2f3bc85a2a50aa99,0.0,0,4,7.5,1,Low
content_36f197989d6ba4c0,0.0,1,77,3.7662337662337664,1,Low
content_f35dc00be57247d9,0.0,0,6,3.5,1,Low
content_60d800370d5d3635,0.0,1,27,6.814814814814815,-13,Low
content_a41ad2def74fb663,0.0,0,17,11.058823529411764,1,Low
content_a4c9061c826d8693,0.0,1,103,4.87378640776699,1,Low
content_103bad85c29d1832,0.0,0,17,5.470588235294118,-13,Low
content_840006fbe5c02539,0.0,0,13,9.307692307692308,-13,Low
content_47a717e80bee1d1d,0.0,0,6,1.3333333333333333,1,Low
content_bae6c521ec6b5057,0.0,1,56,3.5892857142857144,1,Low
content_5868ab9d98028bc9,0.0,0,7,6.714285714285714,-13,Low
content_adfcb496df866bbb,0.0,1,26,5.423076923076923,1,Low
content_1a335bf4a34ac2fb,0.0,0,9,8.0,1,Low
content_978736c243c5958d,0.0,0,0,,-29,Low
content_9fa6526f042c7615,0.0,0,3,8.333333333333334,1,Low
content_9e0009df58c260e6,0.0,1,173,5.820809248554913,1,Low
content_134e6ccc2982bf92,0.0,2,81,8.518518518518519,1,Low
content_1fcae9b5dd6b7c40,0.0,0,10,2.6,1,Low
content_a7bdb4257193c1c1,0.0,0,7,6.714285714285714,1,Low
content_5ede391e9d1caa62,0.0,0,10,4.7,-13,Low
content_9e646c2b34406412,0.0,1,45,6.511111111111111,1,Low
content_2be7d47ccc520a9c,0.0,0,0,,-29,Low
content_8fc8ce982cc5af2b,0.0,4,424,4.632075471698113,-22,Low
content_0a2e259122fba48e,0.0,0,0,,-29,Low
content_7b879ece931645b2,0.0,0,0,,-29,Low
content_270c55995071554a,0.0,0,0,,-29,Low
content_58cd48625ce85ba7,0.0,0,0,,-29,Low
content_a8380c436d14df51,0.0,0,13,6.846153846153846,-13,Low
content_58ad5aa4f21453d5,0.0,0,18,6.0,1,Low
content_5be7cbb8aa11c13a,0.0,1,16,2.875,-13,Low
content_76c662735f4dbda1,0.0,0,0,,-29,Low
content_8e9e31118012bc61,0.0,0,16,5.75,1,Low
content_23cd49004df64392,0.0,0,12,2.75,1,Low
content_fc3be3b738b41ac3,0.0,0,4,1.25,1,Low
content_0840f10f53712799,0.0,0,10,16.1,-13,Low
content_8364e00c574c211a,0.0,0,2,6.0,1,Low
content_3d94f75021f3ef5d,0.0,0,0,,1,Low
content_3d6b24254efdf7a5,0.0,0,4,1.0,1,Low
content_398095808fc3bece,0.0,1,19,7.368421052631579,-13,Low
content_cdccf04e90ea9959,0.0,1,63,6.777777777777778,1,Low
content_71c0afc98cfbaefd,0.0,1,133,6.887218045112782,1,Low
content_d30977861764aa0f,0.0,0,6,4.166666666666667,1,Low
content_317be5f8d2c9bfeb,0.0,1,135,6.111111111111111,1,Low
content_16d6be3905a80b55,0.0,0,0,,-29,Low
content_d9d1ca3d6575da4f,0.0,0,0,,4,Low
content_5edf43c8aa0d40d9,0.0,0,0,,-29,Low
content_94a76d1d4c31655d,0.0,0,0,,-29,Low
content_d541a5249d0ca463,0.0,0,0,,-29,Low
content_8e1d14581fb427ce,0.0,1,122,8.811475409836065,1,Low
content_72ea525a04c9b991,0.0,1,105,7.457142857142857,1,Low
content_163b1cf6a4ed9c4d,0.0,0,5,11.0,1,Low
content_e9d40772cb8ddff4,0.0,4,105,7.0285714285714285,1,Low
content_f1392a9f2fea5a15,0.0,0,8,3.875,1,Low
content_dac2863bb86a22c8,0.0,0,5,15.8,1,Low
content_20b55439fb0e052a,0.0,0,8,18.5,1,Low
content_1651b4368fb2fcd5,0.0,0,0,,1,Low
content_43fafd5687fb9b95,0.0,2,81,4.938271604938271,1,Low
content_37fd9c9e8721c537,0.0,0,8,5.5,1,Low
content_7a16f530de050617,0.0,0,3,5.333333333333333,1,Low
content_9845a5adf948fedb,0.0,0,12,18.083333333333332,1,Low
content_ffd4c84394b232bd,0.0,0,0,,1,Low
content_a16b0051b52446f5,0.0,0,14,17.285714285714285,1,Low
content_468e2d73520c27cd,0.0,1,44,3.227272727272727,1,Low
content_b86261ed1e959e5d,0.0,0,8,11.25,1,Low
content_f5c0028c54e1c191,0.0,0,0,,-29,Low
content_fcaf98d9dfe94a07,0.0,0,0,,-29,Low
content_35c0c16611501f4e,0.0,0,0,,-29,Low
content_15edd7abdad898c5,0.0,0,0,,-29,Low
content_cb3fe74ff5635d9d,0.0,0,0,,-29,Low
content_1de339da9727de31,0.0,1,26,11.576923076923077,4,Low
content_28d2edbe5923dca3,0.0,0,5,5.4,1,Low
content_08b5f53905aaeb26,0.0,0,5,4.0,1,Low
content_d30b87c64d6d4d4a,0.0,1,38,8.105263157894736,1,Low
content_4985af3b3ce4f8f1,0.0,2,109,7.587155963302752,1,Low
content_39e8a73fa15ea65e,0.0,0,18,6.0,1,Low
content_0e29de5ef6c8d9c8,0.0,0,5,3.4,1,Low
content_f74f4d7d459f88a3,0.0,0,4,9.0,1,Low
content_5b8fc10c4749554d,0.0,0,5,4.0,1,Low
content_44fd60a0b1cc4ba9,0.0,1,15,3.6,1,Low
content_c38b1562f6da2d40,0.0,0,9,3.6666666666666665,1,Low
content_6c5b4662c36cff81,0.0,0,5,5.0,1,Low
content_5b30537c7368a5d8,0.0,1,8,2.75,-13,Low
content_4628baa86fe9d3cf,0.0,1,90,7.8,1,Low
content_8db41c828b968c1f,0.0,0,15,5.666666666666667,1,Low
content_fb8436844e811cce,0.0,0,0,,-29,Low
content_00fd1bae29d73213,0.0,0,0,,-29,Low
content_397fcdcb20e9f202,0.0,0,0,,-29,Low
content_4a7520a7248f7c01,0.0,0,0,,-29,Low
content_3929dfb0071c9adb,0.0,0,0,,-29,Low
content_923f977974eafe4e,0.0,0,0,,-29,Low
content_2f535fb76e14c649,0.0,1,145,6.537931034482758,-9,Low
content_3bbc635cde20128b,0.0,1,121,4.661157024793388,-9,Low
content_657881aa7172fe48,0.0,0,0,,-29,Low
content_7c3b9fc77e0adec2,0.0,1,77,4.987012987012987,-9,Low
content_dcd6081421bc1944,0.0,0,0,,-29,Low
content_bc2dd6353877cc12,0.0,0,0,,-29,Low
content_ca3bf1f657e237f4,0.0,0,0,,-29,Low
content_8c40e6375520a7ce,0.0,0,0,,-29,Low
content_65339fadebff42de,0.0,0,0,,-29,Low
content_62a760330044638e,0.0,0,0,,-29,Low
content_1ba1c86676787d87,0.0,0,0,,-29,Low
content_ca494f4f0d54bd07,0.0,0,0,,-29,Low
content_22ab6349f8da2fe1,0.0,0,0,,-29,Low
content_03e89d28362a79c3,0.0,0,0,,-29,Low
content_84037c6ef37c6cd7,0.0,0,0,,-29,Low
content_e685d59632a6971b,0.0,0,0,,-29,Low
content_adb2fd15a8a55dc8,0.0,0,0,,-29,Low
content_6223cc2e17df334d,0.0,0,0,,-29,Low
content_4f9dea008ee3f537,0.0,0,0,,-29,Low
content_1d73cebc04babc1c,0.0,0,0,,-29,Low
content_4bcc616ce15d3c86,0.0,0,0,,-29,Low
content_893582f6f4d39b09,0.0,0,0,,-29,Low
content_ffff5a9cc2726ca8,0.0,0,0,,-29,Low
content_8640043db4d1a202,0.0,0,0,,-29,Low
content_5cdc5ed43d02a055,0.0,0,0,,-29,Low
content_62310723d9497dfa,0.0,0,0,,-29,Low
content_c44cdfdec4cb88a8,0.0,0,0,,-29,Low
content_37d8691179efc76f,0.0,0,0,,-29,Low
content_fde870d448e7b584,0.0,0,0,,-29,Low
content_ab230172f7e1f4f1,0.0,0,0,,-29,Low
content_6d19f6b4012d1a6d,0.0,0,0,,-29,Low
content_6de3879829b8d78c,0.0,0,0,,-29,Low
content_7909618343afbd37,0.0,0,0,,-29,Low
content_c930e323f95eda44,0.0,0,0,,-29,Low
content_081452f290ce5a74,0.0,0,0,,-29,Low
content_75469ceb63c1e077,0.0,0,0,,-29,Low
content_2dd095161fd27784,0.0,0,0,,-29,Low
content_0bb2f5a05c46bcfa,0.0,0,0,,-29,Low
content_1a76a187bee4a3f5,0.0,0,0,,-29,Low
content_c759ee82efd82e0d,0.0,0,0,,-29,Low
content_4ad383ae73b26a56,0.0,0,0,,-29,Low
content_bb22d4f30b396000,0.0,0,0,,-29,Low
content_abcd8ede80a436f9,0.0,0,0,,-29,Low
content_bfd39ef790be8be8,0.0,0,0,,-29,Low
content_3728721f8adca32b,0.0,0,0,,-29,Low
content_f153a8a23e3e982d,0.0,0,0,,-29,Low
content_610178fdc1369710,0.0,0,0,,-29,Low
content_5d657a726583b7ca,0.0,0,0,,-29,Low
content_4c57db793e33c1d0,0.0,0,0,,-29,Low
content_daec397a18d1263c,0.0,0,0,,-29,Low
content_e51053ba4241a940,0.0,0,0,,-29,Low
content_299b5ea51d2e6400,0.0,0,0,,-29,Low
content_ae56d6510e5c1cce,0.0,0,0,,-29,Low
content_2afc09b5fbd2d9e9,0.0,0,0,,-29,Low
content_95251a4dbba1d6f5,0.0,0,0,,-29,Low
content_85ef15f69d86f737,0.0,0,0,,-29,Low
content_e4da0cc2f1627e1d,0.0,0,0,,-29,Low
content_a5194566369a75e7,0.0,0,0,,-29,Low
content_8b9225c8ecb21432,0.0,0,0,,-29,Low
content_b851897f22a0e923,0.0,0,0,,-29,Low
content_f98636f0f1b19989,0.0,0,0,,-29,Low
content_e0f93366dfb6bdfe,0.0,0,0,,-29,Low
content_b93a7a7837b92d5d,0.0,0,0,,-29,Low
content_b622c611a53645b3,0.0,0,0,,-29,Low
content_bbb68ae919688010,0.0,0,0,,-29,Low
content_b0c5aee474536b28,0.0,0,0,,-29,Low
content_ce249ebb7d57dcc6,0.0,0,0,,-29,Low
content_34bc7599c23220e2,0.0,0,0,,-29,Low
content_1495109800d4f8f8,0.0,0,0,,-29,Low
content_af13dc666fce099b,0.0,0,0,,-29,Low
content_3ea51a6bc789e830,0.0,0,0,,-29,Low
content_142f8fbc8273f430,0.0,0,0,,-29,Low
content_989aaace9fdad9c2,0.0,0,0,,-29,Low
content_186cd00ed78a80be,0.0,0,0,,-29,Low
content_31c02a117c3be49c,0.0,0,0,,-29,Low
content_90f3328629c169cc,0.0,0,0,,-29,Low
content_0025fc238227ef4a,0.0,0,0,,-29,Low
content_f6b80f027637cab2,0.0,0,0,,-29,Low
content_d86447f20814b4e0,0.0,0,0,,-29,Low
content_cfe2c61dbee2b3d9,0.0,0,0,,-29,Low
content_d233ceb572a22fb9,0.0,0,0,,-29,Low
content_d1356dd7d320b5d9,0.0,0,0,,-29,Low
content_f7eae09fa205df9b,0.0,0,0,,-29,Low
content_ec4ffe823c6100a0,0.0,0,0,,-29,Low
content_74f2f6d2c825a129,0.0,0,0,,-29,Low
content_4dd4a16df18e8a23,0.0,0,0,,-29,Low
content_552d1b1821c2708c,0.0,0,0,,-29,Low
content_22e6fa09ca6f4045,0.0,0,0,,-29,Low
content_6a442167d3c24650,0.0,0,0,,-29,Low
content_8d058923fe96f45e,0.0,0,0,,-29,Low
content_47ccab61e93ab166,0.0,0,0,,-29,Low
content_0a5f55ef96845c9a,0.0,0,0,,-29,Low
content_ac1d874b088f0649,0.0,0,0,,-29,Low
content_1e30713df2ebb004,0.0,0,0,,-29,Low
content_c1151ba9c85a4003,0.0,0,0,,-29,Low
content_63d36494e9a4210f,0.0,0,0,,-29,Low
content_735fc4c3402e0eec,0.0,0,0,,-29,Low
content_cf891852fbec8c45,0.0,0,0,,-29,Low
content_883fbf53c42f7118,0.0,0,0,,-29,Low
content_3e85889588496491,0.0,0,0,,-29,Low
content_fe9402b492338188,0.0,0,0,,-29,Low
content_47f94c0f9c9b7309,0.0,0,0,,-29,Low
content_19d37fd395ca97aa,0.0,0,0,,-29,Low
content_74fde0d6cdf091ff,0.0,0,0,,-29,Low
content_0a32ad97ff95e9af,0.0,0,0,,-29,Low
content_4b8b42cca61a96e6,0.0,0,0,,-29,Low
content_20faa2b4c5cd4d61,0.0,0,0,,-29,Low
content_d3975a628979b0a8,0.0,0,0,,-29,Low
content_a6b141774d2e5abe,0.0,0,0,,-29,Low
content_965a4dc486ea7396,0.0,0,0,,-29,Low
content_c0c2b4d014b99bfc,0.0,0,0,,-29,Low
content_b97ad7e9415d47d6,0.0,0,0,,-29,Low
content_c5f81909bcdf9564,0.0,0,0,,-29,Low
content_1ad82497ec91763f,0.0,0,0,,-29,Low
content_97320d4cd6ee3f92,0.0,0,0,,-29,Low
content_83796f362d05d8a4,0.0,0,0,,-29,Low
content_201b504db652a97d,0.0,0,0,,-29,Low
content_16bbc57e482c70ee,0.0,0,0,,-29,Low
content_30ed9abf961cc5c4,0.0,0,0,,-29,Low
content_10cd9134ea999b30,0.0,0,0,,-29,Low
content_fdece7d8bfe1e2dc,0.0,0,0,,-29,Low
content_f8ac9d9d08d8d306,0.0,0,0,,-29,Low
content_671af48d137d23e4,0.0,0,0,,-29,Low
content_fe8ab14891bfbc84,0.0,0,0,,-29,Low
content_afdb26c911df24ba,0.0,0,0,,-29,Low
content_bcf8fa79fdbe6ecc,0.0,0,0,,-29,Low
content_396effd1b6e9d81b,0.0,0,0,,-29,Low
content_4b168dd9b96d3869,0.0,0,0,,-29,Low
content_1a4e66de50a8eecd,0.0,0,0,,-29,Low
content_e387d3546b9d661b,0.0,0,0,,-29,Low
content_510e5043e09e24a2,0.0,0,0,,-29,Low
content_6421d16d6964c175,0.0,0,0,,-29,Low
content_f8a09948d432f480,0.0,0,0,,-29,Low
content_63846f045a21af75,0.0,0,0,,-29,Low
content_f78868da30d5abb8,0.0,0,0,,-29,Low
content_34ee7cdc64c3ec44,0.0,0,0,,-29,Low
content_59ba7dfad041fef6,0.0,0,0,,-29,Low
content_fe39785c02b0ad35,0.0,0,0,,-29,Low
content_ce7080057cb49a01,0.0,0,0,,-29,Low
content_6ae04d1db62a4ce0,0.0,0,0,,-29,Low
content_4062490680706ad9,0.0,0,0,,-29,Low
content_ea618ea57c3def90,0.0,0,0,,-29,Low
content_3f87b14654c1da91,0.0,0,0,,-29,Low
content_64bb98d8b2d3ddd4,0.0,0,0,,-29,Low
content_e733e6e240c9644a,0.0,0,0,,-29,Low
content_563c92fb6bb83c54,0.0,0,0,,-29,Low
content_6239f3770d49838f,0.0,0,0,,-29,Low
content_b07d7e8e26ba2bec,0.0,0,0,,-29,Low
content_92c90157ef1b6efe,0.0,0,0,,-29,Low
content_d3a14a58f9bf5e6e,0.0,0,0,,-29,Low
content_3456a18669e29402,0.0,0,0,,-29,Low
content_ee28eeba46e701e4,0.0,0,0,,-29,Low
content_25463d323507d2d5,0.0,0,0,,-29,Low
content_59b433ade973a156,0.0,0,0,,-29,Low
content_b4a3911801a7ca7e,0.0,0,0,,-29,Low
content_b9ccb3908dbca531,0.0,0,0,,-29,Low
content_f2983adb964bc68c,0.0,0,0,,-29,Low
content_3030bae0bd26e379,0.0,0,0,,-29,Low
content_4bf7fffc15d15bb8,0.0,0,0,,-29,Low
content_31fc2e0c503865f8,0.0,0,0,,-29,Low
content_08589e24b2570ce7,0.0,0,0,,-29,Low
content_15b103f3dec8c81d,0.0,0,0,,-29,Low
content_6ebe63b2981e2937,0.0,0,0,,-29,Low
content_d504a9d1ba3d070e,0.0,0,0,,-29,Low
content_1fb3e53284e008c0,0.0,3,329,11.300911854103344,-9,Low
content_6c4af4a785c7f2b3,0.0,1,45,6.8,-21,Low
content_42f767085089a8dd,0.0,0,15,6.8,13,Low
content_09063e5eace59644,0.0,21,658,3.7796352583586628,-9,Low
content_beb8af95f21869c0,0.0,3,482,14.12863070539419,-9,Low
content_ed19c5fda5dd9f18,0.0,2,56,6.035714285714286,-24,Low
content_394c8f308495963b,0.0,0,9,6.111111111111111,13,Low
content_1e2bafe8b8569e1a,0.0,1,173,4.427745664739884,-9,Low
content_1ccfde8cb6017ae0,0.0,4,257,5.128404669260701,-9,Low
content_53becd9c04f5e5cc,0.0,2,431,8.510440835266822,-9,Low
content_99b15d30481733ba,0.0,0,0,,-13,Low
content_7a7b15600ac5f3b9,0.0,4,419,3.7589498806682577,-9,Low
content_c4ad9b6c868d62a8,0.0,1,64,9.8125,-9,Low
content_68420f8312ccf0c8,0.0,2,190,8.021052631578947,-9,Low
content_fafb23905ba03574,0.0,1,72,6.486111111111111,-9,Low
content_e9c8d0a6831a8991,0.0,0,0,,-13,Low
content_17b87d848cbe6958,0.0,3,1046,5.739961759082218,-9,Low
content_7b3d5c3bd7d80f61,0.0,3,192,8.046875,-9,Low
content_e6e29f1f028e91ac,0.0,0,1,0.0,-21,Low
content_7c7a5a6a4abb1d3a,0.0,2,163,5.680981595092025,-9,Low
content_c1b84a4a3eccb98e,0.0,1,25,14.72,-21,Low
content_127ce1eb76a3b27a,0.0,2,203,4.305418719211823,-9,Low
content_b97529a09f51ee5b,0.0,0,4,11.0,13,Low
content_e5486e0fbaed7fac,0.0,0,15,19.533333333333335,-13,Low
content_4f641aa22119fed0,0.0,0,0,,-13,Low
content_ce5b8e6724a212ab,0.0,0,1,1.0,13,Low
content_4faa9805fd8e066c,0.0,1,136,7.095588235294118,-9,Low
content_c512c84633f822ef,0.0,0,17,11.941176470588236,-21,Low
content_8ad29112cc6539b9,0.0,0,0,,13,Low
content_aa3467f9a7bedb75,0.0,0,15,7.266666666666667,13,Low
content_139626baad5b1311,0.0,4,397,4.853904282115869,-9,Low
content_0c45cf70154ba8c1,0.0,0,9,12.11111111111111,-21,Low
content_d351169eb9938720,0.0,1,90,4.911111111111111,-9,Low
content_1fad8dcd9057d2da,0.0,1,143,12.006993006993007,-9,Low
content_93abddf2e920a909,0.0,0,0,,13,Low
content_132ab9cd6ef0d562,0.0,3,284,4.778169014084507,-9,Low
content_c3d0d2afde88be6d,0.0,2,493,4.302231237322515,-9,Low
content_b6d0f01efac2e86e,0.0,0,14,9.857142857142858,-21,Low
content_9f9acd2ddb314d7f,0.0,0,3,8.666666666666666,13,Low
content_e35ae3dd55d1bced,0.0,2,177,7.062146892655368,-9,Low
content_a054ae9370fae7bd,0.0,1,61,5.114754098360656,-21,Low
content_53eae16c7859049c,0.0,0,7,2.4285714285714284,13,Low
content_7a0f2d771da737a1,0.0,1,107,8.009345794392523,-9,Low
content_bd216cb7368a2109,0.0,0,3,6.333333333333333,13,Low
content_249158ad0d55b0e5,0.0,1,34,15.647058823529411,-21,Low
content_2737c6c7518965fb,0.0,0,6,3.3333333333333335,-21,Low
content_45b81e5cc7c84b51,0.0,0,0,,-13,Low
content_f582e733fa48d809,0.0,2,1362,6.269456681350954,-9,Low
content_51c5559a232a3499,0.0,0,10,7.8,-27,Low
content_85ef5f4c53c52b81,0.0,0,0,,-13,Low
content_8bc688a83b3a7198,0.0,1,270,3.0407407407407407,-9,Low
content_2111ebc3e436de2a,0.0,0,0,,-29,Low
content_f53432fd68e57b6c,0.0,0,6,3.8333333333333335,1,Low
content_a2e1e82904a19b6f,0.0,0,7,3.142857142857143,-24,Low
content_5169f572f4c3e118,0.0,1,28,4.678571428571429,13,Low
content_62fb2af514b201c3,0.0,2,91,5.571428571428571,-24,Low
content_0bd6faa72b5c084f,0.0,1,43,4.348837209302325,-9,Low
content_835f56c70393e1b6,0.0,2,42,7.595238095238095,-9,Low
content_bd536faa6f5994eb,0.0,2,71,7.577464788732394,-9,Low
