content_hash_id,refresh_score,gsc_clicks,gsc_impressions,gsc_avg_position,days_since_update,priority
content_02d892cc4841b152,1.0,0,15,28.133333333333333,13,High
content_726afa8173b0a027,1.0,0,150,33.68,-30,High
content_922423d653a9e962,1.0,0,68,34.1764705882353,-30,High
content_e3b30501193195a4,1.0,0,15,14.6,97,High
content_7ef3ec98617e2c9d,1.0,0,1,0.0,97,High
content_b85873e80b3bb4f6,1.0,0,232,27.05603448275862,-9,High
content_68673d73faf3eae7,1.0,0,1,1.0,97,High
content_b409ddaf1b0db14d,1.0,0,0,,97,High
content_87d78780db7d3c53,1.0,0,10,34.1,97,High
content_fc5a8125f9169a0f,1.0,0,1,24.0,97,High
content_b06d2d2a099f7bb0,1.0,0,4,0.25,97,High
content_0e7b803c11f73bed,1.0,0,8,18.5,97,High
content_52eb9751a1824d49,1.0,0,23,10.434782608695652,97,High
content_aaf06ec83eecc882,1.0,0,20,42.7,97,High
content_12f99395f42d51ab,1.0,0,2,35.5,97,High
content_2d77b459e10b5a9b,1.0,0,27,4.2592592592592595,97,High
content_ecf88b57d0449aac,1.0,0,33,11.424242424242424,-30,High
content_fc4b537c4513dae4,1.0,0,1,20.0,97,High
content_57daefb0ec6ca73e,1.0,0,13,22.846153846153847,97,High
content_b1e9d9a69ca8ebae,1.0,0,7,9.285714285714286,97,High
content_22e8833ee78044a8,1.0,0,195,26.487179487179485,-30,High
content_f5de7dc775a1a70c,1.0,0,2,40.5,97,High
content_b5bc4d0bd49a258a,1.0,1,16,30.9375,97,High
content_0c47098aaba23854,1.0,1,28,15.964285714285714,97,High
content_968a96cfc6d87bb3,1.0,0,5,38.8,97,High
content_61aed9c19f771db2,1.0,0,19,24.94736842105263,97,High
content_bcadd5869dfa4afd,1.0,0,23,30.347826086956523,97,High
content_88c82b7ca94534f6,1.0,0,3,1.3333333333333333,97,High
content_389443ea951d09a7,1.0,0,22,6.363636363636363,97,High
content_36e07180376e1c02,1.0,0,37,37.37837837837838,97,High
content_7b2704058332670e,1.0,0,16,13.4375,97,High
content_0e1d0e2c0eb2b247,1.0,0,4,5.0,97,High
content_afd1e93fba12c8c3,1.0,0,7,6.428571428571429,97,High
content_70b774d7ddabd0ac,1.0,0,12,12.166666666666666,97,High
content_70b778446a3e4963,1.0,0,6,15.0,97,High
content_d64c3d7d383872fa,1.0,0,18,13.777777777777779,97,High
content_9e795d5d61f049c0,1.0,0,33,20.96969696969697,-27,High
content_4f56764b7031fa79,1.0,0,54,19.425925925925927,-9,High
content_fb5cf1cbfcc4a90b,1.0,0,1,29.0,97,High
content_aee7954dee07bb43,1.0,0,10,6.0,97,High
content_411f01213429bc2b,1.0,0,1,8.0,97,High
content_ae9240c88f4a032b,1.0,0,12,27.5,97,High
content_b09dac476b046481,1.0,0,37,34.351351351351354,-30,High
content_0904f3de267ac1a2,1.0,0,53,3.8679245283018866,97,High
content_89c3b47b11d66446,1.0,0,28,3.107142857142857,97,High
content_2867c13c877a03b0,1.0,0,1,10.0,97,High
content_56120223fcf92dde,1.0,0,78,12.333333333333334,-9,High
content_ff725cf9c54ab9dd,1.0,0,18,65.77777777777777,97,High
content_69023cd9e727b2a9,1.0,0,5,19.6,97,High
content_1b3f82d56ff77e5c,1.0,0,20,23.45,97,High
content_80b1ab2a32092691,1.0,0,38,11.026315789473685,97,High
content_8510a8fbeb25d688,1.0,0,9,26.88888888888889,97,High
content_dfd641f8391ee669,1.0,0,182,23.126373626373628,-9,High
content_1ae5eb3539e7ad9e,1.0,0,465,37.76559139784946,-30,High
content_3893268013cadc4e,1.0,0,71,31.140845070422536,-30,High
content_29060a6995cd4cd2,1.0,0,70,16.285714285714285,-7,High
content_54d9e28718aec2e7,1.0,0,54,17.90740740740741,-30,High
content_9c40d0455a937b31,1.0,0,24,18.666666666666668,97,High
content_0563877c1fe6038a,1.0,0,8,4.75,97,High
content_42a29b4f49ea7265,1.0,0,26,21.615384615384617,97,High
content_278b41e9530ae19d,1.0,1,392,23.262755102040817,-30,High
content_69d20b1503991376,1.0,0,83,32.25301204819277,-30,High
content_0d8e02af32a3add8,1.0,1,201,20.81592039800995,-13,High
content_97b3d87de9a0ca51,1.0,0,127,37.00787401574803,-30,High
content_6f2810330133f768,1.0,0,146,51.99315068493151,-30,High
content_79a75e6b15d61633,1.0,0,42,28.333333333333332,-23,High
content_60de74f9c5a80b12,1.0,1,101,35.08910891089109,-30,High
content_de5d5a89f0f74185,1.0,0,39,40.15384615384615,97,High
content_6895f872a52b26ee,1.0,0,324,22.317901234567902,-13,High
content_7fc154f056cccee2,1.0,0,4,2.75,97,High
content_b41f118c76445b21,1.0,0,58,23.189655172413794,-25,High
content_226199ba925f3210,1.0,0,77,35.98701298701299,97,High
content_b62269d004096dc7,1.0,0,30,16.833333333333332,-9,High
content_0b483b833f3e197a,1.0,0,33,16.424242424242426,-30,High
content_24a975134f485be6,1.0,0,25,21.68,97,High
content_e54acccb023dbb53,1.0,0,0,,97,High
content_93e96f56178cc317,1.0,0,6,13.666666666666666,97,High
content_9037fe99d55f80ca,1.0,0,28,37.035714285714285,97,High
content_186ba9bc98f3bd22,1.0,0,32,12.28125,-30,High
content_7d9bc4f0317d897b,1.0,0,15,25.333333333333332,97,High
content_a10efb751738a51e,1.0,0,17,26.529411764705884,97,High
content_0ed174163c86a9c9,1.0,0,1,0.0,97,High
content_2394ff397b9547fe,1.0,1,396,30.565656565656564,-34,High
content_1beed75ad84197b4,1.0,0,102,36.88235294117647,-30,High
content_f54d171c6539f5ae,1.0,0,143,12.839160839160838,-9,High
content_99eaa411f3b1b62f,1.0,0,53,7.90566037735849,-25,High
content_501c8151d15c783b,1.0,0,25,37.48,-27,High
content_e6e1b59621235d28,1.0,0,43,20.651162790697676,97,High
content_6630cd74d778a9f5,1.0,0,28,52.464285714285715,97,High
content_d3dc670c96889d74,1.0,0,5,21.2,97,High
content_cb62ef69910b8ec9,1.0,0,11,20.636363636363637,97,High
content_67e1a5c6ad648efd,1.0,0,39,17.53846153846154,97,High
content_42cf291d2d9af361,1.0,0,104,44.07692307692308,-30,High
content_82a1ff017d4cd961,1.0,0,4,1.75,97,High
content_55a83c95cd51e796,1.0,0,17,3.5294117647058822,97,High
content_3e7917c6e649ea9f,1.0,1,268,53.809701492537314,-30,High
content_70c7618cc7e4c553,1.0,0,43,6.930232558139535,-9,High
content_0105292716f822e7,1.0,0,110,17.963636363636365,-9,High
content_0fd2c6cd4bc473cb,1.0,0,18,29.555555555555557,97,High
content_47658be052c73b60,1.0,0,1,10.0,97,High
content_a2d8f16078492ce0,1.0,0,1,0.0,97,High
content_ec898ab7e599f2b9,1.0,0,4,52.25,97,High
content_90105c79730efcc4,1.0,0,2,35.5,97,High
content_c24dbf61dda43e87,1.0,0,84,38.70238095238095,-13,High
content_a5f0beb48103bcf7,1.0,0,24,11.541666666666666,97,High
content_7a0faed099f1f143,1.0,0,563,43.68916518650089,-31,High
content_73c0a88682d6279f,1.0,0,11,29.454545454545453,97,High
content_6233c8ec414fce55,1.0,0,0,,97,High
content_ee222514bf526d28,1.0,1,42,31.476190476190474,97,High
content_39ac22eb625d69a1,1.0,0,12,15.583333333333334,97,High
content_c53249d98e383f52,1.0,0,1,1.0,97,High
content_4d864f0b7abc4e20,1.0,0,8,53.75,97,High
content_a32256bf499fff7e,1.0,0,145,32.358620689655176,-34,High
content_d28a5d04991ef608,1.0,0,4,18.5,97,High
content_4a2225b13868bd04,1.0,0,7,15.0,97,High
content_99898614f246ffe4,1.0,0,42,33.07142857142857,97,High
content_8b78d416498850bd,1.0,0,6,27.0,97,High
content_b1cfc5a62011cb07,1.0,0,5,3.0,97,High
content_7564f75067978910,1.0,0,8,11.25,97,High
content_88380a564494295f,1.0,0,1,0.0,97,High
content_b8fda4295a50af82,1.0,0,30,11.4,97,High
content_cad728b3af77d43d,1.0,0,112,19.875,-9,High
content_1905519ee2a7ddbe,1.0,0,9,8.11111111111111,97,High
content_6e764efb54bb61e1,1.0,1,210,37.36190476190476,-30,High
content_93572e7f7493049a,1.0,0,12,13.25,97,High
content_4a29204ae5e6d935,1.0,0,216,22.287037037037038,-9,High
content_8157fa1fdbd9a370,1.0,0,6,4.666666666666667,97,High
content_ba9c10759880fc0d,1.0,0,0,,97,High
content_912e13a900b692e4,1.0,0,62,30.241935483870968,-25,High
content_278e0de060843907,1.0,0,17,2.0588235294117645,97,High
content_09b6b3d48d04f57c,1.0,0,15,6.533333333333333,97,High
content_a38697428302d54b,1.0,0,56,16.214285714285715,-30,High
content_b9718e83c48ae39e,1.0,0,23,14.782608695652174,97,High
content_156894a77b753651,1.0,0,0,,97,High
content_6f372443e20aae94,1.0,0,43,30.25581395348837,-28,High
content_348c56b18742493d,1.0,0,14,5.428571428571429,97,High
content_c8a38cb1cc808c9d,1.0,0,68,38.69117647058823,97,High
content_9f7b0f1954dde1f4,1.0,0,19,17.842105263157894,97,High
content_ae86ca4d532c4f6e,1.0,0,3,5.333333333333333,97,High
content_fb5ce96fc4d65395,1.0,0,36,18.944444444444443,-25,High
content_63554e36ff27559e,1.0,0,11,20.818181818181817,97,High
content_05227327f600455b,1.0,0,282,48.808510638297875,-30,High
content_5bcb3a4399705920,1.0,0,151,33.390728476821195,-30,High
content_62ca2b77ed77d576,1.0,0,0,,97,High
content_8e95be642fd290ea,1.0,0,3,2.6666666666666665,97,High
content_0fcd4b3a3f049be1,1.0,0,33,13.212121212121213,-30,High
content_4e2b05229bdc3ca6,1.0,0,4,48.75,97,High
content_83a2987d58b71f13,1.0,0,23,25.304347826086957,97,High
content_41491664c6e5a158,1.0,0,8,12.625,97,High
content_29c204bc77877265,1.0,0,32,19.8125,97,High
content_dbc28a8b999e4861,1.0,0,35,17.65714285714286,97,High
content_aed62ab7dffa0834,1.0,0,74,20.554054054054053,-9,High
content_62964d5f6110f947,1.0,0,4,51.5,97,High
content_a8262959d9003024,1.0,0,28,26.321428571428573,-25,High
content_a9c4d942de724c8d,1.0,0,0,,97,High
content_a8ab927303d0cefc,1.0,0,55,35.054545454545455,97,High
content_11e9bec887e79d8a,1.0,0,83,9.301204819277109,-9,High
content_a5210ff07b170ec7,1.0,0,90,25.81111111111111,-9,High
content_2ad92f459a0519cc,1.0,0,100,21.66,-28,High
content_97788920d9bc7024,1.0,0,37,3.72972972972973,97,High
content_690d9a9ec8620926,1.0,0,14,8.285714285714286,97,High
content_d72eff55b28528a2,1.0,0,9,15.666666666666666,97,High
content_e6f0ab22e29a7744,1.0,0,82,34.90243902439025,-9,High
content_b2d891329e2dcbfa,1.0,0,8,3.875,97,High
content_44aba6444be85e33,1.0,0,3,65.66666666666667,97,High
content_992cbee266c9c3b4,1.0,0,95,38.55789473684211,-30,High
content_95c53846d23c5d8f,1.0,0,33,10.818181818181818,-30,High
content_51f70a7d80c036b3,1.0,0,19,24.42105263157895,97,High
content_1d9f966bf3cb720b,1.0,0,88,32.42045454545455,-9,High
content_88ca25e5f25553d1,1.0,0,65,14.215384615384615,-9,High
content_514df6353f0771af,1.0,0,44,16.75,-9,High
content_1ab452bc004a1403,1.0,0,9,30.444444444444443,97,High
content_4fe763a6dd8cdc50,1.0,0,2,64.0,97,High
content_d67f98572493f71d,1.0,0,387,52.638242894056845,-30,High
content_b8fdf8fe156e9759,1.0,0,22,29.954545454545453,97,High
content_58cbfe1eec8a881e,1.0,1,768,39.190104166666664,-30,High
content_b2540b7580a65a50,1.0,0,0,,97,High
content_bdf60c86117079be,1.0,2,1013,37.00493583415597,-30,High
content_955e45271a032617,1.0,0,4,12.0,97,High
content_26dc03928598767f,1.0,0,20,25.1,97,High
content_f012eb21ab113982,1.0,0,123,24.51219512195122,-9,High
content_67414fc57eb66151,1.0,0,20,16.9,97,High
content_601fb77add523c56,1.0,0,20,30.6,97,High
content_9c267e93694b0a37,1.0,1,239,29.234309623430963,-30,High
content_7cd61e9473ee3781,1.0,0,5,2.8,97,High
content_28294ec803b5e640,1.0,0,59,34.440677966101696,97,High
content_b2d130749452ae14,1.0,0,2,14.0,97,High
content_7e14166363bc47a1,1.0,0,0,,97,High
content_2cd284f951bb8a24,1.0,0,5,24.2,97,High
content_43ba83681f21cec4,1.0,0,2,68.0,97,High
content_89343fcaed36a43a,1.0,0,2,37.5,97,High
content_877a8b9da11e14ad,1.0,0,64,30.3125,97,High
content_3d42fd31640f70f5,1.0,0,2,11.0,97,High
content_2ebd0e43aadb0513,1.0,0,50,40.02,97,High
content_d0d328ffedea14fc,1.0,0,23,28.652173913043477,97,High
content_b5234e026bf43453,1.0,0,19,21.42105263157895,97,High
content_e2dd51e49b8cf471,1.0,1,20,7.6,97,High
content_22488acbd7265b0d,1.0,0,37,16.64864864864865,97,High
content_18229c538f32ab8a,1.0,0,95,23.49473684210526,-26,High
content_55611769fc650e50,1.0,0,70,29.485714285714284,-31,High
content_4ffeaaf6a24e527c,1.0,0,25,10.76,97,High
content_411db15dd1de7dfe,1.0,0,20,41.9,97,High
content_f316ba3726c68ca6,1.0,0,52,38.75,97,High
content_95c385c678b028b1,1.0,0,16,49.9375,97,High
content_16f37595aab99751,1.0,0,0,,97,High
content_df50edc6a4601bea,1.0,0,4,15.5,97,High
content_40d840700b369181,1.0,0,5,0.4,97,High
content_72fe5b2dfc61d6b3,1.0,0,4,15.0,97,High
content_c9ecf65143146d51,1.0,0,52,45.09615384615385,-31,High
content_b5b2ccc8abefbbd3,1.0,0,62,5.645161290322581,97,High
content_01da8559ef4e7b53,1.0,0,47,25.340425531914892,97,High
content_f54f2b0a7570edbd,1.0,0,3,75.66666666666667,97,High
content_c144cb4c4abcd7e3,1.0,0,11,45.72727272727273,97,High
content_1b07ab329fbdce30,1.0,0,13,13.538461538461538,97,High
content_a3d37663d649b0f2,1.0,0,83,18.349397590361445,-7,High
content_e37da7c53e5a90e7,1.0,0,0,,97,High
content_db7dec213bc5bdaf,1.0,0,44,46.04545454545455,97,High
content_d32a09844975333e,1.0,0,0,,97,High
content_eedbbce7a7ff552d,1.0,0,40,15.325,97,High
content_dbfd05fd7a3d26d1,1.0,0,0,,97,High
content_21b504ca1ca28f0e,1.0,0,27,40.96296296296296,97,High
content_55bbea896bcc001e,1.0,0,6,42.166666666666664,97,High
content_03704b01a4ba27a2,1.0,0,9,14.444444444444445,97,High
content_cb0289b0ebcfcc88,1.0,0,2,3.0,97,High
content_f1e744c1e18099c4,1.0,0,0,,97,High
content_7fcf5bba90c5f7a4,1.0,0,40,47.4,97,High
content_cf385e8fc102f559,1.0,0,54,23.333333333333332,-7,High
content_a10f20ee093d9c08,1.0,0,21,19.952380952380953,97,High
content_8c13165efdc6ca8f,1.0,0,0,,97,High
content_360c7a28cc1f3b13,1.0,0,46,25.82608695652174,97,High
content_7034be602b106b3c,1.0,0,4,3.25,97,High
content_7b16287a2486467e,1.0,0,19,34.73684210526316,97,High
content_30454b4b96ae2c26,1.0,0,25,24.76,97,High
content_718bfc3ac32be59b,1.0,0,2,57.0,97,High
content_29b8cc9c0026b625,1.0,0,61,8.049180327868852,-26,High
content_aa989cb0cf580edb,1.0,0,18,3.611111111111111,97,High
content_d0ee8a424bba57ed,1.0,0,28,33.82142857142857,97,High
content_5d8ab32319f162aa,1.0,0,74,36.54054054054054,-23,High
content_10f46b07aa246648,1.0,0,16,2.5,97,High
content_37804e746b3ea073,1.0,0,1,10.0,97,High
content_0eb6b6d7df6db793,1.0,0,0,,97,High
content_0886fed0a752aee9,1.0,0,22,17.954545454545453,97,High
content_e77d0958fa1a8310,1.0,0,26,15.461538461538462,97,High
content_576c56ab5fc54bc6,1.0,1,22,21.59090909090909,97,High
content_75e0d8f4c4198185,1.0,0,35,24.742857142857144,97,High
content_34a6ffa43cbab11e,1.0,0,11,28.181818181818183,97,High
content_b29fa8fba8ab2420,1.0,0,37,20.83783783783784,97,High
content_b3a356b1d6d1f48d,1.0,0,12,41.666666666666664,97,High
content_19587be2ed827ffa,1.0,0,17,39.35294117647059,97,High
content_29b976ef796d48c4,1.0,0,29,33.48275862068966,97,High
content_b231a05bd1fa50ce,1.0,0,76,33.69736842105263,-31,High
content_2bd6373691d3152a,1.0,0,0,,97,High
content_e4f8968d4d96605f,1.0,0,3,1.3333333333333333,97,High
content_9020bf273483d982,1.0,0,8,40.25,97,High
content_bae99714435072b1,1.0,0,7,14.428571428571429,97,High
content_cd318b59f273ddee,1.0,0,3,5.0,97,High
content_73db115bd5d942aa,1.0,0,14,5.428571428571429,97,High
content_ff45f70ec3cb31c6,1.0,0,118,57.0,-31,High
content_27c2b1e41448eb11,1.0,0,120,42.9,-31,High
content_e27c63ec43cea0b8,1.0,0,38,15.552631578947368,-26,High
content_9d5eece5e15c0f85,1.0,0,73,26.78082191780822,-31,High
content_76fdcc08554df4f7,1.0,0,1,19.0,97,High
content_c08076c7e430510b,1.0,0,11,0.36363636363636365,97,High
content_5057c204e7b0d096,1.0,0,8,28.5,97,High
content_66d83066b6c45717,1.0,0,13,39.30769230769231,97,High
content_2b7dfb7f87af3a6f,1.0,0,4,1.5,97,High
content_8936609bb7709a79,1.0,0,11,17.90909090909091,97,High
content_3812197595262e99,1.0,0,15,32.733333333333334,97,High
content_69cc1be27ebce513,1.0,0,0,,97,High
content_fea71286306a83cf,1.0,0,8,1.0,97,High
content_acd0cf5580acd7e1,1.0,0,1,7.0,97,High
content_786474093af57b84,1.0,0,21,23.095238095238095,97,High
content_da6a086e59d09b2e,1.0,1,368,28.464673913043477,-31,High
content_2c64c720c83a776e,1.0,0,34,45.05882352941177,97,High
content_513f4051125372ea,1.0,0,39,10.179487179487179,97,High
content_e980362911e2ec4e,1.0,0,7,17.0,97,High
content_cdcda48430abb6ea,1.0,0,0,,97,High
content_6f0c4106445bb1e3,1.0,0,66,30.439393939393938,-30,High
content_fd197acdfaea4de1,1.0,0,10,0.7,97,High
content_c8c246630c8c627c,1.0,0,13,10.307692307692308,97,High
content_82e33194fd6b631d,1.0,0,23,13.478260869565217,97,High
content_f00e962b363d9261,1.0,0,97,27.804123711340207,-13,High
content_59cd525612d18d8b,1.0,0,0,,97,High
content_074438758a2e7b17,1.0,0,157,28.713375796178344,-13,High
content_490a1427162fcaee,1.0,0,82,45.23170731707317,97,High
content_61abacc913a3eb94,1.0,0,2,64.0,-29,High
content_d8ed34987025e013,1.0,0,9,15.11111111111111,97,High
content_5f86929842fcc95b,1.0,0,0,,97,High
content_3f71d77f73ce16ed,1.0,0,224,35.870535714285715,-34,High
content_46deb63431a02e9a,1.0,0,475,20.63157894736842,-13,High
content_30fa8aeb6fa1f2bd,1.0,0,38,15.105263157894736,97,High
content_c5de3d332869994a,1.0,0,91,24.36263736263736,-13,High
content_badf74d9f2df6058,1.0,1,30,23.733333333333334,97,High
content_0d29509a61df95ba,1.0,0,417,34.81774580335731,97,High
content_9a1f60b938c55430,1.0,0,27,27.296296296296298,97,High
content_5a36b84b62be8ae3,1.0,0,5,68.8,97,High
content_f5ec4d5b4dca09e4,1.0,0,3,11.0,97,High
content_4ba419f19368d3ea,1.0,0,0,,97,High
content_9820341a91e5bd9a,1.0,0,1,8.0,97,High
content_34d4fe035b9ab6d4,1.0,0,4,20.75,97,High
content_d2e7721f9afb8586,1.0,0,347,27.876080691642652,-34,High
content_75edfc130847da99,1.0,0,12,1.0,97,High
content_8fedb6ffddfe7302,1.0,0,0,,97,High
content_4a31c4e22ffc3a98,1.0,0,0,,97,High
content_d0fbbb4a15f191d2,1.0,0,2,8.0,97,High
content_b8c75e114d3384a8,1.0,0,0,,97,High
content_a4452deb9c1eb60e,1.0,0,93,11.731182795698924,-23,High
content_30d309391f1cc1be,1.0,0,68,12.676470588235293,-13,High
content_70b649aff6bf6b3c,1.0,0,16,32.6875,97,High
content_88e76d1daee6b0b6,1.0,0,9,33.666666666666664,97,High
content_22e732a59c0a66b5,1.0,0,0,,97,High
content_c511d71225fdf7f7,1.0,0,1,4.0,97,High
content_0d531fb672d26b65,1.0,0,0,,97,High
content_ffbc032eb45819b0,1.0,1,87,25.57471264367816,97,High
content_786e19160e6c1339,1.0,0,19,32.8421052631579,-34,High
content_2132c076a330ee70,1.0,0,207,55.0,-34,High
content_f105a2aba19c3efc,1.0,0,0,,97,High
content_0a7129a11ab4a8d8,1.0,0,82,20.951219512195124,-13,High
content_dfb003247a535db7,1.0,0,0,,97,High
content_c61ea32917e204b9,1.0,0,2,32.0,97,High
content_e65b1c3a167da47c,1.0,0,97,11.329896907216495,-28,High
content_8578ead597051c5a,1.0,0,0,,97,High
content_d227be04618ee165,1.0,0,4,40.5,97,High
content_09556aba87edc562,1.0,0,4,21.25,97,High
content_ae3feb16f47d6f05,1.0,0,18,15.88888888888889,97,High
content_f9005069956bafb2,1.0,0,12,37.0,97,High
content_ee44460a9a6c6a5d,1.0,0,14,15.5,97,High
content_71921525f1da39f2,1.0,0,27,14.74074074074074,97,High
content_2fc5da003b12115c,1.0,0,10,8.7,97,High
content_8347275a5f4eb9f1,1.0,0,90,42.7,-31,High
content_be8e9351654a4186,1.0,0,9,26.555555555555557,97,High
content_17d7c81067cc6230,1.0,0,37,24.972972972972972,-25,High
content_95706f8e8f826984,1.0,0,9,20.22222222222222,97,High
content_6acb5b1b1a34d94d,1.0,0,34,5.970588235294118,97,High
content_8edf109612001567,1.0,0,35,21.457142857142856,97,High
content_dde4686a1cbab801,1.0,0,31,5.612903225806452,97,High
content_a5138512540036ca,1.0,0,3,33.0,97,High
content_4dc13c9ec1bb7f3b,1.0,0,10,27.8,97,High
content_f66d15f5945c882c,1.0,0,0,,97,High
content_641412e6a792e61b,1.0,0,8,9.875,97,High
content_52e30d4943ab3393,1.0,0,54,8.425925925925926,-31,High
content_a513da29b429aa84,1.0,0,3,27.333333333333332,97,High
content_625c8307c603b3c5,1.0,0,0,,97,High
content_5c50745c97870b4c,1.0,0,3,22.333333333333332,97,High
content_82309000d6aad776,1.0,0,16,44.3125,97,High
content_cb3a1b8e22537589,1.0,0,3,50.666666666666664,97,High
content_39dcdeaf59dd563f,1.0,0,0,,97,High
content_afa44be39cea94ca,1.0,0,103,35.262135922330096,97,High
content_da138660e11d7a0a,1.0,0,1,3.0,97,High
content_2f39ca159041b1be,1.0,0,0,,97,High
content_9f6a79bf63bf811f,1.0,0,0,,97,High
content_b68ec1354c0c9d7a,1.0,0,2,3.5,97,High
content_8a2a45e162c5ea73,1.0,0,30,17.566666666666666,97,High
content_9917bd464ae8602c,1.0,0,1,7.0,97,High
content_5c33a9dd2e0a12e3,1.0,0,58,23.603448275862068,-34,High
content_3fb1243071e698b3,1.0,0,0,,97,High
content_fb1130380025077d,1.0,0,12,30.833333333333332,97,High
content_7eef77101df1a27a,1.0,0,0,,97,High
content_c5fc77c308792469,1.0,0,33,43.63636363636363,97,High
content_3628148424db2277,1.0,0,24,20.291666666666668,97,High
content_30237873903227c7,1.0,0,182,20.296703296703296,-13,High
content_4d18f34d65c07d41,1.0,0,0,,97,High
content_3d9e9ab9493905d8,1.0,0,14,37.92857142857143,97,High
content_eba68cbcfe1542b9,1.0,0,6,68.0,97,High
content_2b1ae4bdc3f8f71f,1.0,0,191,11.465968586387435,-13,High
content_491356474140cc49,1.0,0,4,14.75,97,High
content_7224e280d7df9d69,1.0,0,116,43.25,97,High
content_ef89e6235a833164,1.0,0,8,43.375,97,High
content_fb4327c779d98206,1.0,0,3,55.0,97,High
content_3c1adf3fc7875018,1.0,0,181,32.68508287292818,-30,High
content_c4bc126b511fe2a2,1.0,0,56,13.535714285714286,97,High
content_8e87b250c8377056,1.0,0,34,28.264705882352942,-28,High
content_a12da687324d7c37,1.0,0,0,,97,High
content_736b4dd61c0bef9c,1.0,0,13,25.153846153846153,97,High
content_e3b02791b055f8ea,1.0,0,12,16.666666666666668,97,High
content_5f86d87084cd9167,1.0,0,39,20.487179487179485,-25,High
content_044b8fe7dcc1591f,1.0,0,5,28.4,97,High
content_7a1cef4daac49807,1.0,0,0,,97,High
content_0dab1e55e37f936c,1.0,0,23,14.652173913043478,97,High
content_c8f0a7fb46d87e31,1.0,0,54,16.296296296296298,-25,High
content_5398bc179ff090d3,1.0,0,3,3.0,97,High
content_63c1767590dc868e,1.0,0,19,21.57894736842105,97,High
content_38bdc52362acf438,1.0,0,15,9.133333333333333,97,High
content_d33cd39ffdcf2e59,1.0,0,9,3.0,97,High
content_101692261fe61350,1.0,0,65,45.89230769230769,-31,High
content_9150ede867226a1b,1.0,0,1,103.0,97,High
content_5f0dcec52444d77d,1.0,0,11,23.09090909090909,97,High
content_8e0b817c8a0f7c2f,1.0,0,2,0.0,97,High
content_bc3e6867fa8374c8,1.0,0,32,15.5,-7,High
content_5b67033429223073,1.0,0,12,12.416666666666666,97,High
content_589c870458001799,1.0,0,51,19.80392156862745,-7,High
content_42fcf0be04cac3bc,1.0,0,13,25.692307692307693,97,High
content_28c661c26fd53441,1.0,0,128,7.6640625,-7,High
content_b78bcf4af8b9941a,1.0,0,51,8.745098039215685,-26,High
content_9b5e5427c0c96cba,1.0,0,12,23.666666666666668,97,High
content_39f3c03bd6eaa709,1.0,0,0,,97,High
content_f0e5bb8c98cb95d7,1.0,0,95,24.94736842105263,-7,High
content_b2c4d3ccb2d28bee,1.0,0,7,12.857142857142858,97,High
content_65fe2dc2b4079a74,1.0,0,10,39.6,97,High
content_48211892d42d0f22,1.0,0,82,44.80487804878049,-31,High
content_3de3e9011d80eff0,1.0,0,146,26.493150684931507,-7,High
content_43622fc2041a188a,1.0,0,11,10.0,97,High
content_ca30766342fc7b3e,1.0,0,77,24.064935064935064,-7,High
content_fb6aefbb2a1fd351,1.0,0,7,2.857142857142857,97,High
content_425e90315bb369f2,1.0,0,36,24.305555555555557,-25,High
content_ef23221da703217d,1.0,0,1,74.0,97,High
content_ff4c0be31ed3815e,1.0,0,22,36.18181818181818,97,High
content_be39e9039f20d5ab,1.0,0,36,15.916666666666666,-7,High
content_aefb0b9a70932f00,1.0,0,87,29.080459770114942,97,High
content_a84e610f3fdae3ab,1.0,0,1,7.0,97,High
content_4673902dc92b61da,1.0,0,12,8.333333333333334,97,High
content_feb540815b862b67,1.0,0,12,16.5,97,High
content_4659969ed3d24eda,1.0,0,53,22.867924528301888,-25,High
content_007a5e3d98dc810a,1.0,0,59,26.966101694915253,-28,High
content_e4f395b115afb157,1.0,0,32,51.75,97,High
content_feac396d7b41e1bc,1.0,0,9,31.77777777777778,97,High
content_0548e438594d83cb,1.0,0,5,37.8,97,High
content_f98362f7eed57568,1.0,0,3,38.333333333333336,97,High
content_b7e2bd8e8a647758,1.0,0,11,14.818181818181818,97,High
content_2fd8c6a0ef62d91f,1.0,0,6,7.833333333333333,97,High
content_cfd0668ac920754c,1.0,0,113,24.238938053097346,-8,High
content_883b8724f285600c,1.0,0,0,,97,High
content_ebe2dec178cf2328,1.0,0,0,,97,High
content_d7880dc706ccb5f7,1.0,0,10,25.8,97,High
content_c4511013deec34a9,1.0,0,39,33.76923076923077,97,High
content_42742ec1da806d60,1.0,0,1,38.0,97,High
content_0f8ef954dd66008a,1.0,0,3,37.333333333333336,97,High
content_f4585300d364b972,1.0,0,2,7.5,97,High
content_f21f633e947186e0,1.0,0,20,25.55,-28,High
content_d5d64df3c04b6c12,1.0,0,6,21.5,97,High
content_6332e6b58407c685,1.0,0,46,13.76086956521739,97,High
content_f03fd641d4965c32,1.0,0,185,27.12972972972973,-7,High
content_7a90854e43e5259b,1.0,0,5,17.0,97,High
content_df723bff5351960c,1.0,0,3,33.333333333333336,97,High
content_03529b64df550c97,1.0,0,13,14.538461538461538,97,High
content_2ceb07ab9663cef4,1.0,0,21,39.333333333333336,97,High
content_8d5fcc435377a382,1.0,0,0,,97,High
content_192302e65903b04a,1.0,0,7,5.142857142857143,97,High
content_302cd3df6d052c5d,1.0,0,71,10.67605633802817,-7,High
